Offset-Description  
  		         GRUNTS												     PLAYER		 ELITES                                                                                                                                                                     
0000 - type              0957                0957                0957                0957                0957                00DD                059D                059D                
0828 - Float             0.9959108829        0.9806150794        -0.01647493243      0.989979744         0.989979744         -0.8646204472       0.6760422587        0.6082109809        
082C - Float             -0.07789477706      -0.1874472797       -0.2107708156       -0.07789477706      -0.07789477706      -0.3849796951       0.2088540047        0.508898437         
0830 - Float             0.7802944183        0.7978976965        0.1126352549        0.7791900039        0.7791900039        -0.4179554582       -0.005254041404     -0.3384401202       
0834 - Float             -0.01305618882      -0.06804713607      0.803106606         0.04350343347       0.04350343347       0.4951869845        0.3001768291        0.3809510767        
0838 - Float             -0.6252763867       -0.5989400148       -0.5850926638       -0.6252763867       -0.6252763867       -0.7616451383       -0.953869164        -0.860427022        
083C - Float             -0.6237367392       -0.6000849605       0.1789107323        -0.6156224012       -0.6156224012       0.8491709232        -0.7075489759       -0.7171865702       
0840 - Float             -0.0893907845       -0.1837492287       -0.5956078768       -0.134340018        -0.134340018        -0.08498188108      0.6729494929        -0.6963876486       
0844 - Float             -0.7765063047       -0.7785465717       -0.7830978632       -0.7765063047       -0.7765063047       -0.5212365389       0.2156703621        -0.02622540668      
0848 - Float             -63.25508881        -61.4398613         -48.22074127        -49.36542511        -49.36542511        -53.37611008        -53.11485672        -52.12081909        
084C - Float             13.97239685         15.30683899         24.20506668         26.86233902         26.86233902         24.75617027         16.06432724         8.276312828         
0850 - Float             1.903383493         2.11489749          3.698460579         3.966424942         3.966424942         3.320950985         3.216645479         4.890339851         
0854 - Float             1                   1                   1                   1                   1                   1                   1                   1                   
0858 - Float             -0.7501007318       -0.7442250848       -0.04827234149      -0.746897161        -0.746897161        -0.7680686712       -0.9503462911       -0.1352788508       
085C - Float             -0.01701724529      0.09212449193       -0.7453289628       -0.07131057978      -0.07131057978      -0.5615125895       -0.03587473929      -0.4503507018       
0860 - Float             -0.6611047983       -0.6615456343       -0.6649470925       -0.6611047983       -0.6611047983       0.3078538179        -0.3091197312       -0.8825439811       
0864 - Float             0.423217833         0.297452569         0.8301560283        0.4786466658        0.4786466658        0.1246678531        0.3082894087        0.7756605744        
0868 - String            €ÏG¿                òQW¿                Æ6®>                âo?¿                âo?¿                "H¿                ˆ2Ü<                ^Ž?                
086C - Float             -0.4600991011       -0.4517555237       -0.4416597784       -0.4600991011       -0.4600991011       -0.7881971002       -0.950912714        -0.3771407306       
0870 - Float             -0.508169055        -0.5980396271       0.5554376245        -0.4615648687       -0.4615648687       0.6281148195        0.04242274165       0.6164821982        
0874 - Float             -0.6249116659       -0.5329859853       -0.5733296871       -0.6600821018       -0.6600821018       -0.5670101047       -0.9989949465       -0.7355737686       
0878 - Float             0.5926629305        0.5985605121        0.6023138762        0.5926629305        0.5926629305        0.5328893661        -0.01448500156      0.2808575928        
087C - Float             -63.36468506        -61.57900238        -47.97060776        -49.45591354        -49.45591354        -53.2682457         -53.40208817        -52.12143326        
0880 - Float             13.71258545         15.05935478         24.07202339         26.59526825         26.59526825         24.5982933          15.98236847         8.106226921         
0884 - Float             1.865579844         2.071917534         3.66142869          3.928621531         3.928621531         3.281500578         2.837416649         4.428202629         
0888 - Float             1                   1                   1                   1                   1                   1                   1                   1                   
088C - Double            0.00498376318939623 0.00386952747573302 -1.70028073160688E-70.00374244105979104 0.00374244105979104 -0.003617722992064950.0004022839120726550.000126973579509853
0894 - Double            0.0004155811019632430.000372261330317305-1.06684278256687E-80.000327797895709   0.000327797895709   -0.00003719994114160-5.51267741105088E-97.03967724660491E-6 
089C - Float             0.2836904228        0.2992193103        0.7588894963        0.3359276056        0.3359276056        -0.3620756269       -0.4479355514       -0.6449323893       
08A0 - Float             -0.6201537251       -0.6258095503       -0.6215743423       -0.6201537251       -0.6201537251       -0.777836144        -0.8758878708       -0.6299681664       
08A4 - Float             -0.6237367392       -0.6000849605       0.1789107323        -0.6156224012       -0.6156224012       0.8491709232        -0.8498557806       -0.885242939        
08A8 - Float             -0.0893907845       -0.1837492287       -0.5956078768       -0.134340018        -0.134340018        -0.08498188108      0.5190302134        -0.4362258017       
08AC - Float             -0.7765063047       -0.7785465717       -0.7830978632       -0.7765063047       -0.7765063047       -0.5212365389       -0.09139502048      -0.1614064872       
08B0 - Float             -63.25884628        -61.44454956        -48.30099487        -49.37509537        -49.37509537        -53.41117096        -53.13852692        -52.00217056        
08B4 - Float             14.05417061         15.38735676         24.20371437         26.9436264          26.9436264          24.66227531         15.94083118         8.329248428         
08B8 - Float             1.896987557         2.09950614          3.681154251         3.960029125         3.960029125         3.279143333         3.103513241         4.802951813         
08BC - Float             0.3292336762        0.3153335452        0.3256765604        0.3292336762        0.3292336762        1                   1                   1                   
08C0 - Float             0.6257514954        0.6328700781        0.6276102066        0.6257514954        0.6257514954        -0.4360794127       0.3370293975        0.01975294948       
08C4 - Float             0.3292336762        0.3153335452        0.3256765604        0.3292336762        0.3292336762        -0.8892966509       0.4968498945        0.5604321361        
08C8 - Float             0.6257514954        0.6328700781        0.6276102066        0.6257514954        0.6257514954        -0.137800321        0.7997196317        0.8279648423        
08CC - Float             -0.004661059938     -0.004491601605     -0.004617083818     -0.004661059938     -0.004661059938     -0.8930915594       0.4822227955        -0.3139500916       
08D0 - String            OñQ»                óí]»                /                   OñQ»                OñQ»                ¶UÑ>                úp#?                Ô*J?                
08D4 - Float             0.1307818443        0.1301760226        0.129214704         0.1320177317        0.1320177317        0.1876867712        -0.5998769403       -0.5270522833       
08D8 - Float             1                   1                   1                   1                   1                   -0.1105684489       -0.8086237907       -0.949234128        
08DC - Float             0.3686941266        0.3864369094        0.3758812845        0.3686941266        0.3686941266        0.2049139738        0.5878192782        -0.2495286763       
08E0 - Float             0.7230139971        0.7228630185        0.7199147344        0.7230139971        0.7230139971        -0.9725152254       -0.02441835403      0.1915468574        
08E4 - Float             0.3000274599        0.2925076783        0.294883579         0.3000274599        0.3000274599        -53.35565186        -53.07889557        -52.15182114        
08E8 - Float             0.5012360215        0.4924608469        0.5034185052        0.5012360215        0.5012360215        24.53439331         16.09873199         8.307265282         
08EC - Float             -2.999999893E-8     -2.999999893E-8     -2.999999893E-8     -2.999999893E-8     -2.999999893E-8     3.316534042         3.227274418         4.916238308         
08F0 - Float             2.999999893E-8      2.999999893E-8      2.999999893E-8      2.999999893E-8      2.999999893E-8      1                   1                   1                   
08F4 - Float             0.02483432926       0.02483432926       0.02483432926       0.02483432926       0.02483432926       0.1975520849        -0.3329684436       -0.7151347399       
08F8 - Float             1                   1                   1                   1                   1                   -0.9802798033       -0.05210217834      0.6458743811        
08FC - Float             -0.4579302371       -0.4437164664       -0.4589419067       -0.4579302371       -0.4579302371       -0.005022019148     -0.9414973855       -0.2672617733       
0900 - Float             -0.7099826336       -0.7093180418       -0.705699563        -0.7099826336       -0.7099826336       0.9801343679        -0.4452550709       -0.2772675455       
0904 - String            8%œ>Â               8Í>{               Yßš>î               8%œ>Â               8%œ>Â               8ZJ>0               Ö_¿–               ƒô¿ü               
0909 - Byte              5                   196                 218                 5                   5                   16                  161                 95                  
090A - Byte              225                 231                 228                 225                 225                 139                 82                  61                  
090B - Byte              62                  62                  62                  62                  62                  188                 62                  191                 
090C - Float             3.999999976E-8      3.999999976E-8      3.999999976E-8      3.999999976E-8      3.999999976E-8      0.01763308048       -0.8311920762       -0.6416425705       
0910 - Float             -3.999999976E-8     -3.999999976E-8     -3.999999976E-8     -3.999999976E-8     -3.999999976E-8     -0.001568447798     0.4876962602        -0.4549147487       
0914 - Float             -0.02483432926      -0.02483432926      -0.02483432926      -0.02483432926      -0.02483432926      0.9998435378        0.2669689953        0.6175332665        
0918 - Float             1                   1                   1                   1                   1                   -53.3972168         -53.32707977        -52.17424393        
091C - Float             0.076143682         0.03651606664       0.06226561964       0.076143682         0.076143682         24.55663872         16.02361679         8.063302994         
0920 - Float             -0.1282387823       -0.1161181256       -0.1329382956       -0.1282387823       -0.1282387823       3.31910038          3.146224022         4.698495388         
0924 - Float             0.2259285301        0.2198730558        0.2058162242        0.2259285301        0.2259285301        -0.6257514954       1                   1                   
0928 - Float             0.9626453519        0.9678686261        0.9675084949        0.9626453519        0.9626453519        -0.3292336762       0.516564846         -0.4629946649       
092C - Float             0.01770845056       0.01770845056       0.01770845056       0.01770843938       0.01770843938       -0.6257514954       0.8547461629        0.8596303463        
0930 - Float             -0.01682203077      -0.01682203077      -0.01682203077      -0.01682203077      -0.01682203077      -0.3292336762       0.05069574714       0.2160363495        
0934 - 4 Bytes           931526480           931526480           931526480           931526480           931526480           3155529762          1037426834          1026969432          
0938 - 4 Bytes           1065353216          1065353216          1065353216          1065353216          1065353216          973867941           3146202880          1049112032          
093C - Float             0                   0                   0                   0                   0                   0.3705171049        -0.9945235252       -0.9629518986       
0940 - Float             0                   0                   0                   0                   0                   1                   -0.8498557806       -0.885242939        
0944 - Float             0.5418561101        0.5427762866        0.5481857061        0.5418561101        0.5418561101        -0.2061190754       0.5190302134        -0.4362258017       
0948 - Float             0.840449214         0.8398653269        0.8363554478        0.840449214         0.840449214         -0.9695288539       -0.09139502048      -0.1614064872       
094C - Byte              117                 115                 115                 117                 117                 59                  229                 242                 
094D - String            §À=                 §À=                 §À=                 §À=w                §À=w                =Ê                KTÂ                PÂ±                
0951 - Byte              0                   0                   0                   204                 204                 27                  72                  146                 
0952 - Byte              0                   0                   0                   43                  43                  3                   128                 6                   
0953 - Byte              128                 0                   0                   178                 178                 190                 65                  65                  
0954 - 4 Bytes (Hex)     00000000            00000000            00000000            00000000            00000000            B356BF94            4042AEFE            409688E3            
0958 - 4 Bytes (Hex)     3F800000            3F800000            3F800000            3F800000            3F800000            339652E8            3F800000            3F800000            
095C - Float             0                   0                   0                   0                   0                   0.04218648747       -0.1937799603       -0.4848304987       
0960 - Float             0                   0                   0                   0                   0                   1                   -0.2661648393       0.8270021081        
0964 - Float             0.4928739369        0.4986379743        0.5043459535        0.4928739369        0.4928739369        -0.07497557998      -0.9442486763       -0.2846174836       
0968 - Float             0.8700826764        0.866771102         0.8634642959        0.8700826764        0.8700826764        -0.9161397219       0.6006279588        0.7662123442        
096C - Float             0.09406939894       0.09406939894       0.09406939894       0.09406939894       0.09406939894       0.351585567         -0.7932089567       0.2447053492        
0970 - Byte              0                   0                   0                   0                   0                   47                  218                 135                 
0971 - String                                                                                                                n5>Y                xÍ=¥                ¿O                
0975 - Byte              0                   0                   0                   0                   0                   217                 147                 237                 
0976 - Byte              0                   0                   0                   0                   0                   128                 70                  215                 
0977 - Byte              0                   128                 128                 128                 128                 51                  191                 190                 
0978 - 4 Bytes (Hex)     3F800000            3F800000            3F800000            3F800000            3F800000            B356BF94            BF0C361C            BF0192FC            
097C - Float             -0.1775566936       -0.1612080783       -0.1583285034       -0.1775566936       -0.1775566936       -0.04218651727      0.3135741949        -0.7522997856       
0980 - Float             0.100955233         0.09418269247       0.108463496         0.100955233         0.100955233         1                   -53.37456512        -52.27622986        
0984 - Float             -0.5028839707       -0.504288137        -0.5012916923       -0.5028839707       -0.5028839707       -0.03467394039      16.01618576         8.155409813         
0988 - Float             0.8398388624        0.843074739         0.8436909318        0.8398388624        0.8398388624        -0.0005375815672    3.011958599         4.660381794         
098C - Float             0.09762873501       0.09762874246       0.09762874246       0.09762873501       0.09762873501       0.01554471441       1                   1                   
0990 - Float             -0.00006333000056   -0.00006333000056   -0.00006333000056   -0.00006331999612   -0.00006331999612   0.9992569685        0.5513877869        -0.2549260557       
0994 - Float             -0.00002888999916   -0.00002888999916   -0.00002888999916   -0.00002888999916   -0.00002888999916   0.03736492991       0.8342022896        0.9383425117        
0998 - Float             1                   1                   1                   1                   1                   -0.00005876000068   -0.008847335353     -0.233508274        
099C - String            °õ×¾               °õ×¾               °õ×¾               °õ×¾               °õ×¾               <å‡¶                ²HU¿‡               Õæk¿               
09A1 - Byte              33                  33                  33                  33                  33                  0                   25                  44                  
09A2 - Byte              137                 137                 137                 137                 137                 128                 13                  158                 
09A3 - Byte              189                 189                 189                 189                 189                 63                  63                  190                 
09A4 - 4 Bytes           3211219919          3211219919          3211219919          3211219919          3211219919          0                   1027287924          3195080419          
09A8 - 4 Bytes           1023525124          1023525124          1023525124          1023525124          1023525124          0                   1026563158          3197503538          
09AC - Float             0.1842987537        0.1842987835        0.1842987835        0.1842987537        0.1842987537        0.2257011384        -0.01782499626      0.1551639885        
09B0 - Float             -5.999999786E-8     -5.999999786E-8     -5.999999786E-8     -5.999999786E-8     -5.999999786E-8     0.9741851687        0.998916328         0.9434282184        
09B4 - Byte              74                  74                  74                  68                  68                  155                 118                 143                 
09B5 - String            úè<                 úè<                 úè<                 úè<                 úè<                 A0>                                     \PÂÒ                
09B9 - Byte              0                   0                   0                   0                   0                   0                   66                  136                 
09BA - Byte              128                 128                 128                 128                 128                 0                   129                 8                   
09BB - Byte              63                  63                  63                  63                  63                  0                   65                  65                  
09BC - Double            1.97704792381568E-7 1.73784285924005E-7 1.99371327739265E-7 1.97704792381568E-7 1.97704792381568E-7 0.0078125037252903  0.00781250187027879 0.00781250187987105 
09C4 - 4 Bytes           3165077838          3158964731          3164778313          3165077838          3165077838          0                   1058786485          3194960448          
09C8 - 4 Bytes           1063776720          1063762404          1063750214          1063776720          1063776720          0                   1061770896          1064878918          
09CC - Float             0.08474721014       0.08474719524       0.08474719524       0.08474719524       0.08474719524       0.3015766442        -0.1052118987       -0.03410683572      
09D0 - Float             0                   9.999999939E-9      9.999999939E-9      9.999999939E-9      9.999999939E-9      0.9534329772        -0.793345511        -0.9663050175       
09D4 - Byte              119                 0                   0                   0                   0                   155                 205                 133                 
09D5 - Byte              204                 0                   0                   0                   0                   65                  195                 155                 
09D6 - 2 Bytes           12843               0                   0                   32768               32768               15920               16153               48745               
09D8 - 4 Bytes (Hex)     3F800000            3F800000            3F800000            3F800000            3F800000            B22BCC77            BDCB0D31            3DF42338            
09DC - Float             0                   0                   0                   0                   0                   0                   -0.01478141546      0.108056955         
09E0 - Float             0                   0                   0                   0                   0                   1                   0.1438090205        0.06080704182       
09E4 - Float             0.3419904113        0.3419904113        0.3419904113        0.3419904113        0.3419904113        -0.03469977155      0.9894952178        0.9922834039        
09E8 - Byte              225                 225                 225                 225                 225                 18                  148                 86                  
09E9 - Byte              141                 141                 141                 141                 141                 170                 73                  192                 
09EA - Byte              112                 112                 112                 112                 112                 185                 84                  80                  
09EB - Byte              63                  63                  63                  63                  63                  184                 194                 194                 
09EC - Float             0.1842915565        0.1842915714        0.1842915714        0.1842915565        0.1842915565        0.003984056879      16.1424427          8.341152191         
09F0 - Float             -8.599999092E-6     -8.599999092E-6     -8.599999092E-6     -8.599999092E-6     -8.599999092E-6     0.99936831          3.193531513         4.890664577         
09F4 - Float             0                   0                   0                   0                   0                   0.07399954647       1                   1                   
09F8 - Float             1                   1                   1                   1                   1                   -0.0000684100014    0.564560771         -0.2853051722       
09FC - Byte              176                 176                 176                 176                 176                 22                  165                 1                   
09FD - Byte              245                 245                 245                 245                 245                 184                 136                 73                  
09FE - 2 Bytes           16087               16087               16087               16087               16087               46751               16209               16245               
0A00 - Float             0.06695760787       0.06695760787       0.06695760787       0.06695760787       0.06695760787       1                   -0.1065054834       -0.02364041097      
0A04 - Float             -0.9036225677       -0.9036225677       -0.9036225677       -0.9036225677       -0.9036225677       -0.7070833445       -0.8190424442       -0.92648983         
0A08 - Float             0.03167821467       0.03167821467       0.03167821467       0.03167821467       0.03167821467       0.000274666585      0.5715087652        -0.2693959773       
0A0C - Float             0.1842987984        0.1842988133        0.1842988133        0.1842987984        0.1842987984        -0.7070833445       0.05047325417       0.2627600431        
0A10 - Float             7.999999951E-8      6.999999869E-8      6.999999869E-8      7.999999951E-8      7.999999951E-8      0.000274666585      0.1021806896        0.2453937531        
0A14 - Float             -0.02843965963      -0.02843965963      -0.02843965963      -0.02843965963      -0.02843965963      0.06349319965       0.05873728171       0.09686937183       
0A18 - Float             1                   1                   1                   1                   1                   0.0000178600003     0.9930304885        0.9645717144        
0A1C - Float             0.004119998775      -0.003911943175     0.004016085528      0.004119998775      0.004119998775      0.05980274826       -53.03779221        -52.1478653         
0A20 - Float             -0.1781060249       -0.1901405454       -0.1827146262       -0.1781060249       -0.1781060249       1                   16.11771202         8.35168457          
0A24 - Float             0.156498909         0.150127098         0.1515492499        0.156498909         0.156498909         0.01639851928       3.194555998         4.882597446         
0A28 - Float             0.9714651704        0.9701861143        0.9713842869        0.9714651704        0.9714651704        0.1327060461        1                   1                   
0A2C - Float             0.08474721014       0.08474719524       0.08474719524       0.08474719524       0.08474719524       -0.01632759534      0.6773463488        -0.152334094        
0A30 - Float             -9.999999939E-9     0                   0                   9.999999939E-9      9.999999939E-9      0.9908620119        0.7168593407        0.9816657305        
0A34 - Float             0                   0                   0                   0                   0                   0.1562605202        -0.1652716994       -0.1145723611       
0A38 - 4 Bytes (Hex)     3F800000            3F800000            3F800000            3F800000            3F800000            80000000            BF3C3234            BF7BF311            
0A3C - Float             0.433698535         0.3573234379        0.3945103288        0.433698535         0.433698535         0                   0.6680339575        -0.1400570571       
0A40 - Float             -0.02545243688      -0.02183572948      -0.02071048878      -0.02545243688      -0.02545243688      1                   -0.1153191701       0.1085290015        
0A44 - 4 Bytes           3194534353          3195511989          3196118976          3194534353          3194534353          0                   1021525432          1035555875          
0A48 - 4 Bytes           1063197630          1063706358          1063397836          1063197630          1063197630          0                   1045194326          1040475441          
0A4C - Float             0.0141103901        0.01411039941       0.01411039941       0.0141103901        0.0141103901        -0.01498458814      0.9794829488        0.9874688387        
0A50 - Float             0                   0                   0                   0                   0                   0.9998779297        -53.06527328        -52.19204712        
0A54 - Float             0                   0                   0                   0                   0                   0.0861267373        16.15310287         8.353035927         
0A58 - Float             1                   1                   1                   1                   1                   -0.00001372999941   3.192042589         4.890357971         
0A5C - Double            -1.08619712544615E-9-2.30467671864102E-1-6.60390960774112E-1-1.08619712544615E-9-1.08619712544615E-90.0078125037252903  0.000020529088914145-2.48892729004524E-6
0A64 - Float             0.03674428537       0.05059917644       0.043603383         0.03674428537       0.03674428537       0.7008880973        0.8606520891        0.9206279516        
0A68 - Float             0.9796441793        0.9833322763        0.9803174138        0.9796441793        0.9796441793        -0.000274666585     -0.1712193787       -0.06769156456      
0A6C - Float             0.1154175177        0.1154175028        0.1154175028        0.1154175177        0.1154175177        -0.7132480741       -0.8658608198       -0.8951980472       
0A70 - Float             0                   9.999999939E-9      9.999999939E-9      0                   0                   0.000274666585      0.4957770407        -0.3539993167       
0A74 - Float             0                   0                   0                   9.999999939E-9      9.999999939E-9      0.06349318475       0.06701017916       0.2707492113        
0A78 - Float             1                   1                   1                   1                   1                   0.00001818999954    0.1425589919        0.2252965569        
0A7C - Float             -0.4393444657       -0.4010862708       -0.4130091965       -0.4393444657       -0.4393444657       -0.05980274826      0.1161178797        0.1647081971        
0A80 - Float             -0.3122348785       -0.2530659437       -0.2596113384       -0.3122348785       -0.3122348785       1                   0.9829515219        0.960267067         
0A84 - Float             0.3707083464        0.4126321077        0.3887548447        0.3707083464        0.3707083464        -0.03113974258      -53.02965927        -52.15021515        
0A88 - Float             0.7563096881        0.7776581049        0.7815718055        0.7563096881        0.7563096881        -0.1440495402       16.12718201         8.364006996         
0A8C - Float             0.1154175252        0.1154175177        0.1154175177        0.1154175326        0.1154175326        -0.1557980776       3.19312191          4.881919384         
0A90 - Float             -1.999999988E-8     -9.999999939E-9     -9.999999939E-9     -1.999999988E-8     -1.999999988E-8     0.9767160416        0.5716117024        0.4377574921        
0A94 - Float             9.999999939E-9      0                   0                   9.999999939E-9      9.999999939E-9      0.1562605351        0.4726096392        0.4377574921        
0A98 - 4 Bytes           1065353216          1065353216          1065353216          1065353216          1065353216          841731191           1054152106          1057892124          
0A9C - Double            0                   0                   0                   0                   0                   0.00781250518546116 1.13658933795799E-171.36465229733753E-17
0AA4 - Float             0.4834742248        0.4851872623        0.4867739081        0.4834742248        0.4834742248        -0.2125588655       -0.04727871716      0.01512978971       
0AA8 - Float             0.8753318787        0.8743835092        0.8735013604        0.8753318787        0.8753318787        -0.02942059375      0.3968716264        0.378690064         
0AAC - Double            -5.11076699541189E-35.11076698058992E-315.11076698058992E-315.11076698553058E-315.11076698553058E-310.00627862937518737 -3.12586643858026E-6-1.74235772198994E-8
0AB4 - Float             0                   9.999999939E-9      9.999999939E-9      0                   0                   0.01724745892       -0.909781754        -0.9155129194       
0AB8 - 4 Bytes (Hex)     3F800000            3F800000            3F800000            3F800000            3F800000            00000000            BDB23F08            BE1F453B            
0ABC - Float             0                   0                   0                   0                   0                   0                   -0.09312533587      0.3085909486        
0AC0 - Float             0                   0                   0                   0                   0                   1                   -6.999999869E-8     -4.999999703E-8     
0AC4 - Float             0.1503952146        0.1881658137        0.1560943425        0.1503952146        0.1503952146        0.1639591157        4.999999703E-8      5.999999786E-8      
0AC8 - Float             0.9886165857        0.9821277857        0.9877328277        0.9886165857        0.9886165857        -0.4506745338       0.03984551877       0.03984553739       
0ACC - Double            5.11076699541189E-31-5.15555442563358E-6-5.15555442563358E-6-5.11076699541189E-3-5.11076699541189E-30.000112117748159579-1.5730975611028E-7 6.62728271566548E-9 
0AD4 - Float             0                   0                   0                   -9.999999939E-9     -9.999999939E-9     0.03042568825       -0.9643723965       -0.7660105228       
0AD8 - 4 Bytes (Hex)     3F800000            3F800000            3F800000            3F800000            3F800000            00000000            3D454ED6            3F1C00F4            
0ADC - Double            0.0001157112562135280.0000305101311255360.0000973167622645030.0001235381053713660.0001235381053713660.0078125           3.37874413374459E-623.47304245755609E-60
0AE4 - Float             0.3426834345        0.4999847412        0.3746688962        0.3292336762        0.3292336762        -0.1684091389       -5.999999786E-8     -4.999999703E-8     
0AE8 - String            @U?¥                                   Ñ‚?þ               @1 ?Î               @1 ?Î               ßäê>Z               5#½                5#½                
0AED - Byte              51                  103                 191                 187                 187                 15                  0                   0                   
0AEE - Byte              154                 204                 157                 152                 152                 16                  128                 128                 
0AEF - Byte              187                 188                 187                 187                 187                 63                  63                  63                  
0AF0 - Float             -0.002964174841     -0.01983777992      -0.002390757669     -0.003203470027     -0.003203470027     0.6666468382        -0.4153304398       -0.1036506742       
0AF4 - Float             0.1287275702        0.1390981376        0.1307818443        0.1307818443        0.1307818443        0.03042567894       -0.1110550165       0.2238659114        
0AF8 - 4 Bytes (Hex)     3F800000            3F800000            3F800000            3F800000            3F800000            80000000            BDE102A1            3DBC3176            
0AFC - Double            0.000387118953501221-0.000340785306250050.0006510122879785620.0003828672331450330.0003828672331450330.0078125           2.40388526093485E-142.09082730500352E-14
0B04 - 4 Bytes           1050305102          3199545706          1050179749          1050254643          1050254643          0                   1008895774          1008893251          
0B08 - Double            -5.1197117513068E-63-3.37874508478738E-6-5.11971175172623E-6-5.11971175115497E-6-5.11971175115497E-63.35949607688235E-7 0.00781250545697745 0.00781250174822237 
0B10 - String            YÙ                  YÙ                  YÙ                  YÙ                  YÙ                  ¬t?Bh                                                      
0B16 - Byte              203                 203                 203                 203                 203                 222                 0                   0                   
0B17 - Byte              60                  60                  60                  60                  60                  61                  0                   0                   
0B18 - 4 Bytes           1065353216          1065353216          1065353216          1065353216          1065353216          0                   1062666816          1062996574          
0B1C - Double            -0.00033132120638291-0.00073499267164006-0.00032455235380888-0.00033196358610062-0.000331963586100620.0078125037252903  1.21299396927607E-8 1.21299467973079E-8 
0B24 - 4 Bytes           1050086559          1040151039          1050509690          1050420536          1050420536          0                   0                   0                   
0B28 - Double            3.37874415710021E-625.11971175237042E-633.37874415781229E-623.3787441572369E-62 3.3787441572369E-62 6.88055661157705E-6 0.00781250518546116 0.00781250146017086 
0B30 - Float             -3.999999976E-8     -2.999999893E-8     -3.999999976E-8     -3.999999976E-8     -3.999999976E-8     0.9021621346        0                   0                   
0B34 - Float             -0.02483432926      -0.02483432926      -0.02483432926      -0.02483432926      -0.02483432926      0.108597286         0                   0                   
0B38 - 4 Bytes           1065353216          1065353216          1065353216          1065353216          1065353216          850119799           3211744210          3210969332          
0B3C - Double            -4.04235809477883E-11.9757385595869E-12 -1.57477169268514E-1-5.62184628032698E-1-5.62184628032698E-10.00781250146017086 1.212994323623E-8   1.2129943241982E-8  
0B44 - Byte              162                 217                 160                 207                 207                 224                 119                 0                   
0B45 - Byte              168                 45                  117                 89                  89                  223                 204                 0                   
0B46 - 2 Bytes           15963               48315               15960               15975               15975               49018               45611               32768               
0B48 - Float             0.9651911855        0.9975777864        0.9648460746        0.9626453519        0.9626453519        -0.08911055326      0                   0                   
0B4C - Float             0.01770845056       0.01774412952       0.01770845056       0.01770845056       0.01770845056       -0.06547853351      1                   1                   
0B50 - Float             -0.01682203077      -0.01683058962      -0.01682203077      -0.01682203077      -0.01682203077      -0.1654552966       0.02153487504       -0.1629219651       
0B54 - Float             0.00001596999937    5.760000022E-6      0.00001596999937    0.00001596999937    0.00001596999937    0.1137994677        -0.07418137789      -0.07625482976      
0B58 - 4 Bytes (Hex)     3F800000            3F800000            3F800000            3F800000            3F800000            80000000            BE1F62E1            BE260D34            
0B5C - Double            0                   0                   0                   0                   0                   0.00781250518546116 1.0377989960384E-13 1.03779628550211E-13
0B64 - Float             0.5487604141        0.7048249841        0.5326586962        0.5418561101        0.5418561101        -0.8660470843       -0.00009495999257   -0.00009213999874   
0B68 - Float             0.8359661698        0.7093722224        0.8463016152        0.840449214         0.840449214         -0.05431189388      -0.00002416999996   0.00003341999764    
0B6C - Float             0.09406938404       0.09406939894       0.09406939894       0.09406939894       0.09406939894       -0.1756054312       1                   1                   
0B70 - Float             0                   -9.999999939E-9     0                   0                   0                   0.4648943543        -0.5259864926       -0.5259864926       
0B74 - Float             0                   0                   0                   0                   0                   0.1137994751        0.03729362041       0.03729362041       
0B78 - 4 Bytes (Hex)     3F800000            3F800000            3F800000            3F800000            3F800000            B22BCC77            BF596FB3            BF596FB3            
0B7C - Float             0                   0                   0                   0                   0                   0                   -0.02261421457      -0.02261421457      
0B80 - Float             0                   0                   0                   0                   0                   1                   0.1177728251        0.1177728847        
0B84 - Float             0.4980526865        0.8004699945        0.5329589844        0.4928739369        0.4928739369        0.6398510933        0.001023769961      0.001023749937      
0B88 - Float             0.8671237826        0.5993224978        0.846100688         0.8700826764        0.8700826764        0.4431897998        0.02559489943       0.02559489012       
0B8C - Float             0.09406939894       0.09406939894       0.09406939894       0.09406939894       0.09406939894       0.3009124994        1                   1                   
0B90 - Float             0                   0                   9.999999939E-9      0                   0                   0.5509506464        0                   0                   
0B94 - 4 Bytes           2147483648          2989214839          841731191           0                   0                   3151465388          0                   0                   
0B98 - 4 Bytes           1065353216          1065353216          1065353216          1065353216          1065353216          1008018903          3208511925          3208281446          
0B9C - Float             -0.1704963595       -0.01939979009      -0.1731646061       -0.1775566936       -0.1775566936       0.3625201285        0.670122385         0.6850494742        
0BA0 - Float             0.1047847196        0.07305742055       0.1028353795        0.100955233         0.100955233         1                   0.08495520055       0.08495518565       
0BA4 - Float             -0.50205338         -0.2593440711       -0.5024146438       -0.5028839707       -0.5028839707       -0.06122013181      9.999999939E-9      -9.999999939E-9     
0BA8 - Float             0.8413283825        0.9628046155        0.8408080339        0.8398388624        0.8398388624        -0.9906918406       0                   -9.999999939E-9     
0BAC - Float             0.09762874246       0.09755452722       0.09762873501       0.09762873501       0.09762873501       -0.003662221134     1                   1                   
0BB0 - Float             -0.00006333000056   -0.0001359899907    -0.00006333000056   -0.00006333000056   -0.00006333000056   -0.1214941889       0.03518143296       0.01132223476       
0BB4 - 4 Bytes (Hex)     B7F258CD            B69E607E            B7F258CD            B7F258CD            B7F258CD            B300D959            3E183A74            BD0EAD15            
0BB8 - 4 Bytes (Hex)     3F800000            3F800000            3F800000            3F800000            3F800000            3356BF94            BE60DCF5            BE6E912F            
